Image,PID,Group,Age,Gender,ClickX,ClickY,Click
9,310,B,21,Female,1435,279,"(1435, 279)"
9,133,B,55,Male,757,271,"(757, 271)"
9,27,B,34,Female,857,588,"(857, 588)"
9,328,B,24,Female,876,220,"(876, 220)"
9,270,B,20,Male,684,252,"(684, 252)"
9,135,B,31,Female,895,210,"(895, 210)"
9,70,B,19,Male,752,430,"(752, 430)"
9,37,B,55,Female,958,215,"(958, 215)"
9,33,B,53,Female,342,7,"(342, 7)"
9,316,B,19,Female,918,452,"(918, 452)"
9,127,B,37,Female,1441,1908,"(1441, 1908)"
9,263,B,35,Male,904,570,"(904, 570)"
9,98,B,60,Female,979,243,"(979, 243)"
9,23,B,23,Male,1210,839,"(1210, 839)"
9,210,B,48,Male,1301,297,"(1301, 297)"
9,172,B,56,Female,827,349,"(827, 349)"
9,68,B,36,Female,1444,794,"(1444, 794)"
9,359,B,19,Female,909,281,"(909, 281)"
9,198,B,31,Female,876,234,"(876, 234)"
9,79,B,41,Female,930,862,"(930, 862)"
9,259,B,57,Male,899,209,"(899, 209)"
9,227,B,50,Female,904,200,"(904, 200)"
9,254,B,39,Female,894,257,"(894, 257)"
9,138,B,22,Male,1392,1000,"(1392, 1000)"
9,142,B,65,Female,1115,829,"(1115, 829)"
9,275,B,46,Male,892,299,"(892, 299)"
9,250,B,67,Female,920,215,"(920, 215)"
9,147,B,50,Female,805,568,"(805, 568)"
9,214,B,29,Female,635,233,"(635, 233)"
9,129,B,43,Female,914,198,"(914, 198)"
9,9,B,40,Male,920,552,"(920, 552)"
9,281,B,48,Female,811,227,"(811, 227)"
9,132,B,41,Female,958,210,"(958, 210)"
9,206,B,52,Female,981,172,"(981, 172)"
9,358,B,18,Female,561,40,"(561, 40)"
9,258,B,23,Male,797,246,"(797, 246)"
9,12,B,36,Male,772,1196,"(772, 1196)"
9,368,B,19,Female,865,247,"(865, 247)"
9,278,B,23,Male,885,193,"(885, 193)"
9,153,B,49,Female,1310,246,"(1310, 246)"
9,229,B,51,Female,1365,262,"(1365, 262)"
9,279,B,20,Male,1356,243,"(1356, 243)"
9,158,B,52,Female,648,428,"(648, 428)"
9,245,B,50,Female,875,230,"(875, 230)"
9,289,B,20,Male,970,169,"(970, 169)"
9,268,B,55,Female,1182,363,"(1182, 363)"
9,288,B,23,Female,862,231,"(862, 231)"
9,273,B,33,Male,1059,819,"(1059, 819)"
9,61,B,24,Female,1029,854,"(1029, 854)"
9,283,B,28,Female,896,200,"(896, 200)"
9,195,B,54,Female,755,250,"(755, 250)"
9,22,B,21,Male,905,234,"(905, 234)"
9,336,B,19,Female,889,296,"(889, 296)"
