Image,PID,Group,Age,Gender,ClickX,ClickY,Click
7,334,A,20,Female,776,842,"(776, 842)"
7,4,A,20,Male,1348,465,"(1348, 465)"
7,295,A,20,Male,888,478,"(888, 478)"
7,226,A,58,Female,828,396,"(828, 396)"
7,151,A,50,Female,826,491,"(826, 491)"
7,93,A,48,Male,800,452,"(800, 452)"
7,201,A,28,Female,1009,1040,"(1009, 1040)"
7,343,A,20,Female,1388,894,"(1388, 894)"
7,5,A,27,Male,1447,405,"(1447, 405)"
7,348,A,18,Female,1159,1318,"(1159, 1318)"
7,213,A,51,Female,1368,493,"(1368, 493)"
7,237,A,19,Female,1301,515,"(1301, 515)"
7,171,A,51,Male,1384,690,"(1384, 690)"
7,161,A,41,Female,943,1065,"(943, 1065)"
7,63,A,26,Female,1306,535,"(1306, 535)"
7,109,A,30,Female,960,386,"(960, 386)"
7,45,A,34,Female,991,739,"(991, 739)"
7,58,A,59,Male,905,844,"(905, 844)"
7,222,A,42,Male,1325,472,"(1325, 472)"
7,60,A,20,Male,1370,500,"(1370, 500)"
7,25,A,26,Female,848,448,"(848, 448)"
7,180,A,38,Male,887,762,"(887, 762)"
7,202,A,46,Female,820,490,"(820, 490)"
7,115,A,33,Female,1076,422,"(1076, 422)"
7,327,A,19,Female,1809,1036,"(1809, 1036)"
7,125,A,17,Male,886,428,"(886, 428)"
7,35,A,43,Female,612,582,"(612, 582)"
7,30,A,64,Female,848,496,"(848, 496)"
7,349,A,19,Male,758,784,"(758, 784)"
7,179,A,35,Female,1356,465,"(1356, 465)"
7,134,A,37,Male,937,682,"(937, 682)"
7,67,A,59,Female,816,516,"(816, 516)"
7,43,A,31,Female,1322,676,"(1322, 676)"
7,71,A,47,Female,1367,478,"(1367, 478)"
7,220,A,21,Female,779,416,"(779, 416)"
7,170,A,46,Female,1403,413,"(1403, 413)"
7,167,A,38,Male,1524,523,"(1524, 523)"
7,104,A,50,Male,1387,422,"(1387, 422)"
7,163,A,46,Male,1859,662,"(1859, 662)"
7,297,A,51,Male,1332,435,"(1332, 435)"
7,303,A,35,Female,839,818,"(839, 818)"
7,354,A,19,Female,1305,447,"(1305, 447)"
7,197,A,50,Female,1334,409,"(1334, 409)"
7,11,A,31,Female,971,693,"(971, 693)"
7,113,A,20,Male,1345,460,"(1345, 460)"
7,46,A,45,Female,1067,1033,"(1067, 1033)"
7,329,A,20,Female,812,652,"(812, 652)"
7,92,A,28,Male,710,420,"(710, 420)"
7,300,A,23,Male,1346,423,"(1346, 423)"
7,41,A,28,Female,802,474,"(802, 474)"
7,302,A,18,Female,1809,1995,"(1809, 1995)"
7,224,A,23,Female,913,685,"(913, 685)"
7,318,A,19,Female,802,805,"(802, 805)"
7,338,A,18,Female,689,1066,"(689, 1066)"
7,66,A,30,Female,976,376,"(976, 376)"
7,192,A,49,Female,539,528,"(539, 528)"
7,326,A,18,Male,1383,736,"(1383, 736)"
7,176,A,20,Male,507,854,"(507, 854)"
7,218,A,47,Female,1456,496,"(1456, 496)"
7,38,A,39,Female,996,747,"(996, 747)"
7,212,A,53,Female,654,1388,"(654, 1388)"
7,6,A,53,Female,921,714,"(921, 714)"
7,105,A,32,Male,1328,458,"(1328, 458)"
7,314,A,25,Female,759,1367,"(759, 1367)"
7,156,A,43,Male,1376,387,"(1376, 387)"
7,231,A,18,Female,1423,452,"(1423, 452)"
7,185,A,26,Female,1387,492,"(1387, 492)"
7,52,A,28,Female,795,462,"(795, 462)"
7,184,A,53,Female,1295,504,"(1295, 504)"
7,65,A,25,Female,875,460,"(875, 460)"
7,165,A,31,Female,1346,465,"(1346, 465)"
7,56,A,21,Male,1266,507,"(1266, 507)"
7,183,A,39,Female,1339,391,"(1339, 391)"
7,323,A,19,Female,773,395,"(773, 395)"
7,90,A,20,Female,1344,549,"(1344, 549)"
7,2,A,17,Male,787,438,"(787, 438)"
7,116,A,28,Male,1355,419,"(1355, 419)"
7,123,A,40,Female,955,736,"(955, 736)"
7,18,A,40,Female,867,469,"(867, 469)"
7,239,A,46,Female,810,761,"(810, 761)"
7,331,A,18,Female,788,458,"(788, 458)"
7,87,A,17,Female,742,498,"(742, 498)"
7,117,A,44,Female,634,709,"(634, 709)"
7,324,A,19,Female,1381,438,"(1381, 438)"
7,164,A,54,Female,1349,455,"(1349, 455)"
7,189,A,44,Female,1140,827,"(1140, 827)"
7,181,A,54,Female,832,427,"(832, 427)"
7,14,A,20,Male,1303,404,"(1303, 404)"
7,1,A,20,Male,741,520,"(741, 520)"
7,89,A,20,Female,0,0,"(0, 0)"
7,200,A,31,Female,1349,520,"(1349, 520)"
7,325,A,18,Female,487,915,"(487, 915)"
7,110,A,22,Male,1248,960,"(1248, 960)"
7,175,A,43,Male,1339,462,"(1339, 462)"
7,145,A,19,Female,1367,453,"(1367, 453)"
7,292,A,54,Male,1365,584,"(1365, 584)"
7,312,A,18,Female,1319,585,"(1319, 585)"
7,173,A,41,Female,790,557,"(790, 557)"
7,319,A,27,Female,1447,1150,"(1447, 1150)"
7,190,A,48,Female,1370,905,"(1370, 905)"
7,305,A,20,Male,776,711,"(776, 711)"
7,217,A,32,Male,1308,841,"(1308, 841)"
7,287,A,21,Male,772,484,"(772, 484)"
7,196,A,28,Female,1365,472,"(1365, 472)"
7,59,A,15,Female,1441,997,"(1441, 997)"
7,234,A,21,Male,1433,999,"(1433, 999)"
7,80,A,19,Male,704,1025,"(704, 1025)"
7,53,A,20,Male,901,422,"(901, 422)"
7,131,A,54,Male,747,392,"(747, 392)"
7,299,A,39,Male,391,967,"(391, 967)"
7,204,A,40,Female,555,693,"(555, 693)"
7,141,A,21,Male,1437,999,"(1437, 999)"
7,143,A,56,Male,1360,432,"(1360, 432)"
7,96,A,24,Female,1375,537,"(1375, 537)"
7,219,A,24,Female,814,494,"(814, 494)"
7,97,A,50,Male,820,537,"(820, 537)"
7,34,A,20,Male,793,415,"(793, 415)"
7,235,A,43,Female,1344,451,"(1344, 451)"
7,39,A,21,Female,925,544,"(925, 544)"
7,230,A,55,Female,807,475,"(807, 475)"
7,15,A,52,Female,1334,435,"(1334, 435)"
7,128,A,20,Male,1477,448,"(1477, 448)"
7,160,A,24,Male,747,415,"(747, 415)"
7,121,A,58,Female,1307,469,"(1307, 469)"
7,307,A,19,Female,554,693,"(554, 693)"
7,32,A,54,Male,1376,448,"(1376, 448)"
7,8,A,30,Female,788,479,"(788, 479)"
7,367,A,20,Male,1350,473,"(1350, 473)"
7,144,A,22,Male,498,833,"(498, 833)"
7,298,A,37,Female,1395,439,"(1395, 439)"
7,169,A,61,Female,800,557,"(800, 557)"
7,17,A,52,Female,624,701,"(624, 701)"
7,26,A,39,Female,773,400,"(773, 400)"
7,342,A,18,Male,1347,390,"(1347, 390)"
7,100,A,16,Female,1328,516,"(1328, 516)"
7,177,A,36,Female,1371,470,"(1371, 470)"
7,91,A,52,Female,1344,425,"(1344, 425)"
7,148,A,42,Female,1383,471,"(1383, 471)"
7,124,A,59,Male,1393,435,"(1393, 435)"
7,72,A,26,Female,674,487,"(674, 487)"
7,119,A,35,Female,1241,1026,"(1241, 1026)"
7,317,A,18,Female,1353,811,"(1353, 811)"
7,44,A,17,Female,1334,473,"(1334, 473)"
7,232,A,17,Female,853,405,"(853, 405)"
7,233,A,22,Male,758,497,"(758, 497)"
7,77,A,23,Male,955,884,"(955, 884)"
7,106,A,51,Female,1404,516,"(1404, 516)"
7,332,A,22,Female,1333,416,"(1333, 416)"
7,64,A,22,Male,805,419,"(805, 419)"
7,311,A,27,Female,198,689,"(198, 689)"
7,36,A,23,Male,1214,563,"(1214, 563)"
7,130,A,42,Female,875,420,"(875, 420)"
7,150,A,35,Female,1006,670,"(1006, 670)"
7,83,A,51,Female,999,440,"(999, 440)"
7,166,A,28,Female,1334,442,"(1334, 442)"
7,51,A,25,Female,685,403,"(685, 403)"
7,199,A,56,Female,718,430,"(718, 430)"
7,16,A,20,Male,1354,441,"(1354, 441)"
7,69,A,22,Female,762,533,"(762, 533)"
