MEDIA_ID,MEDIA_NAME,CNT,TIME(2024/05/07 13:29:47.646),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,DESKTOP_A.png,0,0.00000,68385049264,0.43732,0.23792,0.00000,0.00000,1,1,0.44603,0.15644,1,0.37917,0.07778,3,,0.29303,0.39725,18.07823,1.07212,1,0.66111,0.41635,17.86252,1.10233,1,0,0.00000,9,4.86531,1,4.71119,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,1,0.01611,68385214046,0.43794,0.23065,0.00000,0.01612,1,1,0.44533,0.14348,1,0.37917,0.07778,0,,0.29321,0.39677,18.08121,1.13162,1,0.66111,0.41591,17.97195,1.13162,1,0,0.00000,9,4.82344,1,4.72392,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,2,0.03271,68385377783,0.43861,0.22101,0.00000,0.03272,1,1,0.44726,0.09562,1,0.38073,0.08333,0,,0.29322,0.39646,18.14631,1.16092,1,0.66130,0.41556,18.02442,1.16092,1,0,0.00000,9,4.85502,1,4.68491,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,3,0.04932,68385543084,0.43913,0.21188,0.00000,0.04932,1,1,0.44651,0.08415,1,0.38073,0.08333,0,,0.29327,0.39631,18.17223,1.17394,1,0.66129,0.41559,17.96026,1.17394,1,0,0.00000,9,4.83923,1,4.73971,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,4,0.04980,68385546726,0.43965,0.20479,0.00000,0.04981,1,1,0.44745,0.09848,1,0.38594,0.09259,0,,0.29327,0.39631,18.17223,1.15767,1,0.66129,0.41559,17.96026,1.15767,1,0,0.00000,9,4.83923,1,4.73971,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,5,0.08203,68385870560,0.44030,0.20037,0.00000,0.08204,1,1,0.45071,0.12951,1,0.38594,0.09259,0,,0.29315,0.39708,18.21101,1.14139,1,0.66137,0.41660,18.01103,1.14139,1,0,0.00000,9,4.89825,1,4.70580,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,6,0.09863,68386035366,0.44590,0.16829,0.00000,0.08204,1,0,0.45075,0.13681,1,0.40469,0.10833,0,,0.29315,0.39708,18.21101,1.14139,1,0.66138,0.41666,17.93949,1.12461,1,0,0.00000,9,4.89815,1,4.71104,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,7,0.11475,68386200108,0.45361,0.11060,0.00000,0.08204,1,0,0.46132,0.05292,1,0.40469,0.10833,0,,0.29328,0.39713,18.15792,1.14088,1,0.66155,0.41689,17.86127,1.12410,1,0,0.00000,9,4.95841,1,4.72768,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,8,0.13135,68386364070,0.45317,0.10366,0.00000,0.08204,1,0,0.45228,0.08977,1,0.47292,0.14630,0,,0.29349,0.39688,18.21728,1.14038,1,0.66169,0.41671,17.82201,1.12359,1,0,0.00000,9,4.91273,1,4.74718,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,DESKTOP_A.png,9,0.14795,68386528000,0.45318,0.10402,0.09863,0.04932,2,1,0.45321,0.10510,1,0.53906,0.17407,0,,0.29349,0.39688,18.21728,1.12359,1,0.66173,0.41673,17.84264,1.10681,1,0,0.00000,9,4.91222,1,4.72827,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
