MEDIA_ID,MEDIA_NAME,CNT,TIME(2024/05/07 13:53:03.261),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,DESKTOP_A.png,7,0.11523,82342276359,0.55117,0.39929,0.00000,0.11524,1,1,0.52850,0.31550,1,0.46198,0.11019,0,,0.38163,0.52765,18.37756,1.00675,1,0.71340,0.55601,18.96280,1.00675,1,0,0.00000,6,4.73172,1,5.02940,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 1-AOI 1,0.00000,0.00000,0,
0,DESKTOP_A.png,25,0.41113,82345234238,0.55145,0.32335,0.13184,0.27930,2,1,0.55025,0.46871,1,0.89271,0.21389,0,,0.38219,0.53611,16.94156,1.04147,1,0.71367,0.56420,17.57512,1.03001,1,0,0.00000,6,4.64681,1,4.79974,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 1-AOI 1,82.01693,89.62436,0,
0,DESKTOP_A.png,49,0.78906,82349016653,0.57545,0.56256,0.46045,0.32861,3,1,0.56358,0.62520,1,1.33906,0.36296,0,,0.38669,0.54271,14.58731,0.95785,1,0.71929,0.57258,15.59684,0.95785,1,0,0.00000,6,3.89971,1,4.01252,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 3-AOI 3,262.42413,280.11319,0,
0,DESKTOP_A.png,63,1.03516,82351475907,0.46060,0.52217,0.82178,0.21338,4,1,0.34820,0.41018,1,1.39271,0.31574,0,,0.37552,0.53959,14.39491,1.01854,1,0.70641,0.56883,15.09760,1.03001,1,0,0.00000,6,4.15513,1,4.36620,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,224.78514,168.81033,0,
0,DESKTOP_A.png,105,1.74170,82358541068,0.35885,0.32217,1.36377,0.37793,5,1,0.29395,0.31248,1,1.39271,0.31574,0,,0.36793,0.54330,13.49247,1.08245,1,0.69939,0.57353,14.22083,1.09392,1,0,0.00000,6,4.31012,1,4.57721,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,291.24136,132.12759,0,
0,DESKTOP_A.png,120,1.98828,82361005448,0.35434,0.29963,1.75781,0.23047,6,1,0.40441,0.24967,1,1.39271,0.31574,0,,0.37357,0.53662,13.13360,1.08609,1,0.70531,0.56529,13.00035,1.08609,1,0,0.00000,6,3.95561,1,3.83926,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 0-AOI 0,25.83748,109.58121,0,
0,DESKTOP_A.png,140,2.31641,82364289860,0.65160,0.23795,2.10303,0.21338,7,1,0.73865,0.24063,1,1.39271,0.31574,0,,0.39145,0.53611,13.55518,1.02969,1,0.72338,0.56744,12.87094,1.01822,1,0,0.00000,6,3.88232,1,3.77948,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,574.61359,6.65721,0,
0,DESKTOP_A.png,165,2.72754,82368398264,0.74916,0.19489,2.33301,0.39453,8,1,0.79562,0.27008,1,1.39271,0.31574,0,,0.39790,0.54285,14.23950,1.11509,1,0.72957,0.57858,13.80045,1.10362,1,0,0.00000,6,4.45591,1,4.67738,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,193.00175,13.94293,0,
0,DESKTOP_A.png,202,3.33545,82374477175,0.74341,0.61514,2.84229,0.49316,9,1,0.73064,0.60240,1,1.39271,0.31574,0,,0.39880,0.55166,15.20204,1.04147,1,0.73157,0.58883,15.54291,1.04147,1,0,0.00000,6,4.21232,1,4.16411,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 4-AOI 4,454.00424,268.60660,0,
0,DESKTOP_A.png,221,3.64746,82377598210,0.73216,0.67462,3.35156,0.29590,10,1,0.56080,0.62059,1,1.39271,0.31574,0,,0.39051,0.55464,13.17213,1.08609,1,0.72205,0.59160,13.11163,1.08609,1,0,0.00000,6,3.51130,1,3.80774,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 4-AOI 4,67.77264,251.41492,0,
