MEDIA_ID,MEDIA_NAME,CNT,TIME(2024/05/07 12:19:15.877),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,DESKTOP_A.png,0,0.00000,26067325953,0.40775,0.01842,0.00000,0.00000,1,1,0.38742,0.12669,1,0.38177,0.06111,0,,0.30992,0.33423,12.79624,0.96266,1,0.64408,0.30337,12.52962,0.96266,1,0,0.00000,12,3.67511,1,3.87474,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,1,0.01636,26067490671,0.40755,0.01933,0.00000,0.01636,1,1,0.40488,0.03111,1,0.38177,0.05833,3,,0.30869,0.33531,12.78122,0.96266,1,0.64312,0.30397,12.10907,0.97996,1,0,0.00000,12,3.61611,1,3.75438,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,2,0.03296,26067655006,0.40780,0.01752,0.00000,0.03296,1,1,0.41137,-0.00784,1,0.38177,0.05833,0,,0.30868,0.33604,13.24522,0.97996,1,0.64294,0.30449,12.62177,0.99726,1,0,0.00000,12,3.57617,1,3.80140,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,3,0.03345,26067661004,0.40795,0.01446,0.00000,0.03345,1,1,0.41014,-0.03145,1,0.38125,0.05648,0,,0.30868,0.33604,13.24522,0.99726,1,0.64294,0.30449,12.62177,1.01456,1,0,0.00000,12,3.57617,1,3.80140,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,4,0.06567,26067983183,0.40856,0.01708,0.00000,0.06567,1,1,0.41842,0.05907,1,0.38125,0.05648,0,,0.30851,0.33738,13.48894,1.01456,1,0.64281,0.30531,13.01446,1.01456,1,0,0.00000,12,3.47538,1,3.77235,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,5,0.08203,26068147224,0.40731,0.01559,0.00000,0.08203,1,1,0.38603,-0.00973,1,0.38125,0.05648,0,,0.30853,0.33800,13.29958,1.01456,1,0.64294,0.30532,11.43570,1.01456,1,0,0.00000,12,3.55680,1,3.89891,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,6,0.09863,26068312048,0.40619,0.01426,0.00000,0.09863,1,1,0.38603,-0.00973,1,0.38125,0.05648,0,,0.30880,0.34000,13.32972,1.01456,1,0.64309,0.30740,12.78444,1.01456,1,0,0.00000,12,3.62593,1,3.72397,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,7,0.11499,26068476358,0.40529,0.01166,0.00000,0.11499,1,1,0.38812,-0.03769,1,0.38542,0.06019,0,,0.30972,0.34098,13.13246,1.01456,1,0.64402,0.30883,13.17281,1.01456,1,0,0.00000,12,3.54796,1,3.70771,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,8,0.11548,26068481700,0.40447,0.00931,0.00000,0.11548,1,1,0.38812,-0.03769,1,0.41198,0.07685,0,,0.30972,0.34098,13.13246,1.01456,1,0.64402,0.30883,13.17281,1.01456,1,0,0.00000,12,3.54796,1,3.70771,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
0,DESKTOP_A.png,9,0.14795,26068804572,0.40366,0.00615,0.00000,0.14795,1,1,0.38671,-0.06021,1,0.41198,0.07685,0,,0.31034,0.34152,13.68610,1.03102,1,0.64473,0.30957,12.61195,1.03102,1,0,0.00000,12,3.56128,1,3.72952,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,AOI 5-AOI 5,0.00000,0.00000,0,
